product_id,name,category,price
128259,give,E-books,288.22429460434483
114137,box,Furniture,123.5638302983927
60869,eye,Clothing,324.1587083103816
75640,stage,Furniture,102.49960521992016
59774,answer,Home,210.57023319224336
101322,man,Furniture,257.02280087627355
73604,significant,Home,165.5762377358418
111228,course,Clothing,25.10770520030391
97767,guess,Furniture,57.68342058655277
68877,most,Kitchen,346.53544404674557
93228,company,Electronics,76.41672537245663
76695,account,Kitchen,355.6121668027975
58098,four,Books,217.34780574492817
80242,color,Home,385.87894757427637
60667,deal,Clothing,40.31270755688648
88690,rise,Clothing,318.4483667463028
92294,improve,Kitchen,269.23940702442223
123960,us,Books,415.88321994400553
116295,name,Furniture,420.8594440280976
95403,special,Kitchen,50.076650181924
126874,house,Furniture,334.8032683757214
110518,these,Books,190.18923450481498
72328,term,Furniture,300.6010621878161
107745,position,Home,237.9642235431389
120802,popular,Kitchen,398.5759159825475
61184,she,Clothing,93.87110910664984
122203,amount,Electronics,347.29116131965134
58352,involve,E-books,48.5836323556814
126133,guess,Books,245.56696035613942
57492,also,Kitchen,230.9038364871962
105403,book,Books,378.71850499994537
70660,technology,Home,124.65604576275939
61468,across,E-books,249.99426797459716
76314,federal,Kitchen,498.7094133525386
69681,recent,Books,446.2248849111495
119339,together,E-books,404.8862327206536
65724,recognize,Furniture,367.61365138964055
88793,put,Home,378.423658142595
124226,way,Electronics,401.7033140528015
106012,television,Furniture,486.07086648608896
68433,collection,Furniture,43.38350934011986
113780,finish,Furniture,342.83654357224685
99530,goal,Electronics,190.94867087010783
107646,what,Books,433.7844739392553
57167,manager,Electronics,440.003951771297
104363,already,Kitchen,43.94323304988924
94707,already,Books,269.50538401467156
76610,wrong,Kitchen,47.22745711738326
108589,it,Books,362.9293956795311
71236,ahead,E-books,57.69305864571362
60381,bill,Home,19.07959555007294
66507,instead,Clothing,158.78028263399372
63656,sport,Kitchen,335.7126453889369
110966,want,Clothing,133.74175058139667
101431,race,Books,422.81850251142123
112504,listen,Furniture,96.48068684035563
103645,like,Home,259.11412210928097
77614,fill,Electronics,229.63309294765787
129719,fall,Clothing,42.1271483567152
125273,feeling,Clothing,463.0515404885517
108758,yourself,Kitchen,481.7544896364316
99564,enough,Home,485.28277518037305
73185,great,Kitchen,102.37069845292379
57351,either,Clothing,206.3787796676679
114749,per,Kitchen,379.55656094218506
110791,test,Home,32.67764191612592
112033,major,Electronics,108.03804291595775
67294,garden,Furniture,190.22365152455205
95853,likely,Clothing,419.43911118618865
79317,report,Electronics,428.5513868661167
126080,any,E-books,429.08881583782284
120655,report,Kitchen,379.62114706391543
69510,goal,Books,41.398467974143585
90075,remain,E-books,119.39721129010677
60393,quickly,Home,243.24189369796997
84157,lot,Home,415.90475765571165
107000,course,E-books,368.30262154144594
125179,center,E-books,18.667582125671792
72573,particularly,Kitchen,51.84865579055875
94117,difference,Electronics,423.80101128171657
124262,relationship,E-books,188.36658462888016
98070,chance,Furniture,235.5245968170073
88646,information,Home,195.04674167773
123262,eat,Home,369.8337913878615
89134,before,E-books,422.09371636151064
75159,time,Kitchen,282.15928611169886
75869,already,Furniture,288.86844019644184
59905,affect,E-books,210.3901468538062
125943,property,Clothing,375.0352970259711
102294,police,Home,472.4228751390948
59701,stop,Electronics,84.60542302570747
105762,pass,Clothing,176.19000783765821
92521,central,E-books,179.61961593456542
121575,magazine,Kitchen,372.3679374247012
89669,old,Books,270.0832330778914
61349,someone,Kitchen,339.85872845497005
86018,high,Furniture,218.4767397589963
70978,space,Books,391.17176813753207
90803,pattern,Electronics,469.68857495960407
57788,away,Home,424.1237123520172
124437,a,Kitchen,324.3381174225781
72093,several,E-books,134.72067850044178
100375,range,Furniture,454.85346502773115
128779,pay,Clothing,24.51900583599616
124062,huge,Clothing,180.69796166920534
122165,tax,Kitchen,104.05879412242415
64828,take,Electronics,156.33793238576342
61569,consumer,Home,389.08522122163043
98789,ago,Clothing,367.75187891771964
72182,analysis,Electronics,82.87500619410834
121140,week,Home,182.28862583511773
99400,ok,Clothing,498.2899857328727
90603,ago,E-books,310.1571776766108
118911,set,E-books,152.22108559143052
57942,team,Clothing,146.65801167269936
66527,music,Clothing,149.435101297077
114474,somebody,Electronics,204.79087186840513
70748,doctor,Kitchen,491.44683610200883
88630,value,Kitchen,320.530264469039
99389,maintain,Books,418.23230183325
65533,produce,Electronics,84.71462770013596
106195,move,Home,72.44312510969681
113893,finally,Home,105.46467374352747
83365,or,Furniture,407.3352445636009
79245,stock,Books,422.7707191592592
116517,consumer,Home,310.9282298090511
123127,couple,Books,196.2099590153104
76707,news,Home,308.1902890129154
104261,cell,Electronics,166.33768853538862
126280,worry,E-books,158.63872480234951
114465,college,E-books,168.16466437146602
84638,group,Electronics,244.29205168842932
71698,forget,E-books,352.84355882685867
109496,present,Clothing,337.70799347336566
64920,tax,Electronics,243.97573344483567
123087,possible,Books,194.71466029423615
84900,simple,E-books,202.1651501134818
88966,firm,Furniture,117.73451637419952
92422,stage,Home,115.09157091836211
68602,still,Home,328.10010155256447
114307,section,Books,402.23398043406996
88633,friend,Kitchen,15.53476644584143
103944,race,Clothing,54.24321161974607
107094,away,Electronics,188.65066270248542
74324,away,Kitchen,202.63817527308677
89617,director,E-books,75.2191967069196
115007,difficult,Furniture,307.72239472441566
115485,yourself,Furniture,153.5303218520679
84308,research,Kitchen,468.7603805816829
67020,enough,Electronics,64.10852415970562
105300,perhaps,Home,220.63859976298144
100847,wonder,Home,228.0302352483275
68225,dream,E-books,425.396806041218
96543,building,Kitchen,39.17379227884403
68745,happy,Furniture,254.29012644223263
125771,put,Furniture,122.45205446438523
61624,born,Electronics,168.4653406625718
85923,describe,Clothing,26.954732434372833
100250,audience,E-books,180.98597939184833
76995,traditional,Kitchen,97.99247750148885
65908,position,E-books,97.01606502790325
103371,when,E-books,346.18175558538957
75705,cost,Books,221.31986616734784
120515,deep,Clothing,90.32254383933206
80032,mother,Furniture,223.47865897123887
93499,big,Home,343.28881493401457
87767,base,Furniture,293.58692470844375
123727,series,Kitchen,367.7307723350206
81613,position,Clothing,247.1758581391797
94357,room,Kitchen,267.8698828337238
116237,tree,Home,99.8955410095794
100479,reality,Furniture,69.71916053556073
85985,daughter,Electronics,135.2308005671797
116770,week,Kitchen,273.68901908298324
105782,business,Kitchen,127.94917142198014
122915,education,Books,173.90829059649
107829,tell,Furniture,447.3255187215272
94171,medical,E-books,72.17254153463855
83225,example,Furniture,479.486429129946
102980,play,Home,67.86111317752044
107779,crime,Kitchen,219.08520345161975
60554,play,Books,160.4071835791752
99866,need,Furniture,197.87186073471966
87848,part,Furniture,219.85875083569417
57264,score,E-books,329.7567132086126
86301,enough,Furniture,279.5786541988075
66481,card,Kitchen,78.30953593260335
110523,health,E-books,148.49814663969747
127030,look,E-books,343.88586464825164
99210,southern,E-books,430.34692256751583
93151,concern,Furniture,31.96015456845635
91933,level,Books,158.91030377719068
63677,role,Kitchen,373.0867751773728
83395,remain,Books,486.7783699963675
118264,in,Home,383.2851077147206
89751,seek,Clothing,168.12833751659315
80557,interview,Kitchen,284.9573825554661
98050,budget,Clothing,464.78809800438705
77884,occur,Kitchen,365.1768444438127
87324,design,Home,327.5160798438746
126341,simply,Books,44.96968064559208
74888,eight,Furniture,258.23219368985576
121982,soldier,Kitchen,267.68866454545065
127586,might,Home,237.03745389946963
105579,expect,Clothing,39.99788775523311
86600,phone,Kitchen,483.5499096144845
75252,strategy,Furniture,221.936117931082
92662,on,Home,164.69389051104912
107758,thank,Home,299.7694756913787
122104,six,Home,71.98988986720505
88178,ask,Electronics,178.4634133172132
90742,growth,Books,476.3181691143696
113750,kind,E-books,274.9425453223528
101635,down,Electronics,385.6792179385592
69294,order,Home,123.08976851761435
62753,defense,Kitchen,16.090586233901206
94237,some,Electronics,182.90478291143802
83720,rest,Electronics,430.07303294627275
100401,detail,Clothing,50.906076715714725
96198,open,Electronics,423.870882516814
